year,age,networth,networth_infadj,wgt,income,wageinc,bussefarminc,intdivinc,kginc,ssretinc,transfothinc,income_infadj
2010,46,43159.05118601748,51324.06320510953,4589.797745883263,81887.67377289351,81887.67377289351,0.0,0.0,0.0,0.0,0.0,97379.53057227976
2010,46,44115.10611735331,52460.988655855625,4619.831429084206,81887.67377289351,81887.67377289351,0.0,0.0,0.0,0.0,0.0,97379.53057227976
2010,46,43432.20973782772,51648.89904817984,4662.3690328583025,81887.67377289351,81887.67377289351,0.0,0.0,0.0,0.0,0.0,97379.53057227976
2010,46,43841.94756554307,52136.15281278531,4447.01624839234,81887.67377289351,81887.67377289351,0.0,0.0,0.0,0.0,0.0,97379.53057227976
2010,46,44934.58177278402,53435.496185066564,4562.8755271801365,81887.67377289351,81887.67377289351,0.0,0.0,0.0,0.0,0.0,97379.53057227976
2010,76,77676185.26841448,92371294.84300354,282.8937557196008,1526719.3415285232,69396.33370584196,346981.6685292098,1110341.3392934713,-215128.63448811008,215128.63448811008,0.0,1815550.5699916568
2010,76,68211241.44818977,81115732.88061719,283.96535195377675,1526719.3415285232,69396.33370584196,346981.6685292098,1110341.3392934713,-215128.63448811008,215128.63448811008,0.0,1815550.5699916568
2010,76,75466332.58426966,89743372.8725647,282.26156007465977,1526719.3415285232,69396.33370584196,346981.6685292098,1110341.3392934713,-215128.63448811008,215128.63448811008,0.0,1815550.5699916568
2010,76,67119973.03370787,79818013.68755129,287.90977532856454,1526719.3415285232,69396.33370584196,346981.6685292098,1110341.3392934713,-215128.63448811008,215128.63448811008,0.0,1815550.5699916568
2010,76,73989910.61173533,87987635.14076966,276.0668933895116,1526719.3415285232,69396.33370584196,346981.6685292098,1110341.3392934713,-215128.63448811008,215128.63448811008,0.0,1815550.5699916568
2010,53,2596.3720349563046,3087.564688383329,5363.059424930057,0.0,13879.266741168394,-12.491340067051555,0.0,0.0,0.0,0.0,0.0
2010,53,2678.3196004993756,3185.0154413044233,5394.567823949677,0.0,13879.266741168394,-12.491340067051555,0.0,0.0,0.0,0.0,0.0
2010,53,-4232.591760299625,-5033.331388374507,5382.488761220529,0.0,13879.266741168394,-12.491340067051555,0.0,0.0,0.0,0.0,0.0
2010,53,-1501.0062421972534,-1784.9729576713723,5248.590952348951,0.0,13879.266741168394,-12.491340067051555,0.0,0.0,0.0,0.0,0.0
2010,53,1230.5792759051185,1463.385473031762,5359.230725695588,0.0,13879.266741168394,-12.491340067051555,0.0,0.0,0.0,0.0,0.0
2010,55,-367.39825218476904,-436.9042089295716,4260.626278370441,11380.998727758082,6245.6700335257765,0.0,277.5853348233678,3469.8166852920986,1387.9266741168392,0.0,13534.104249028715
